  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   463,    P-2472,   2024/08/30 08:03:20,           1-10,      23,       -39.235,       -66.984,      -433.898,        -3.417,         19202,       0,    1,                                     M54,                                     STD,                 H2O, 1725005274.53,         0.205,         0.156,         0.346,         0.151,        93.579,         0.000,         0.002,         1.490,       103.406,        14.376,         2.559,       126.586,         1.020,         1.351,       -0.0000,        0.0000,    1,        44.562,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   464,    P-2472,   2024/08/30 08:12:36,           1-10,      24,       -39.250,       -67.031,      -433.914,        -3.406,         19156,       0,    1,                                     M54,                                     STD,                 H2O, 1725005831.56,         0.195,         0.165,         0.364,         0.145,        93.257,         0.001,         0.003,         1.490,       103.034,        14.608,         2.545,       126.185,         1.020,         1.357,        0.0000,       -0.0000,    1,        44.500,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   465,    P-2472,   2024/08/30 08:21:52,           1-10,      25,       -39.270,       -67.014,      -433.936,        -3.437,         19175,       0,    1,                                     M54,                                     STD,                 H2O, 1725006387.43,         0.217,         0.161,         0.379,         0.165,        92.256,         0.000,         0.002,         1.475,       103.269,        14.501,         2.541,       125.844,         1.024,         1.271,        0.0000,        0.0000,    1,        44.500,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   466,    P-2472,   2024/08/30 08:31:08,           1-10,      26,       -39.246,       -66.970,      -433.847,        -3.437,         19165,       0,    1,                                     M54,                                     STD,                 H2O, 1725006943.24,         0.218,         0.157,         0.339,         0.163,        92.683,        -0.000,         0.003,         1.477,       103.095,        14.529,         2.556,       126.248,         1.021,         1.400,       -0.0000,        0.0000,    1,        44.500,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   467,    P-2472,   2024/08/30 08:40:25,           1-10,      27,       -39.227,       -66.970,      -433.913,        -3.418,         19207,       0,    1,                                     M54,                                     STD,                 H2O, 1725007499.82,         0.202,         0.157,         0.328,         0.154,        92.007,        -0.000,         0.003,         1.471,       103.382,        14.634,         2.550,       126.096,         1.019,         1.301,        0.0000,        0.0000,    1,        44.500,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   468,    P-2472,   2024/08/30 08:49:40,           1-10,      28,       -39.246,       -67.037,      -434.011,        -3.399,         19155,       0,    1,                                     M54,                                     STD,                 H2O, 1725008050.93,         0.214,         0.167,         0.335,         0.157,        91.342,         0.001,         0.002,         1.511,       103.011,        14.490,         2.562,       126.621,         1.020,         1.412,        0.0000,       -0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   469,    P-2472,   2024/08/30 08:58:56,           1-10,      29,       -39.269,       -67.007,      -433.833,        -3.440,         19151,       0,    1,                                     M54,                                     STD,                 H2O, 1725008611.16,         0.211,         0.163,         0.352,         0.153,        92.547,         0.001,         0.003,         1.478,       102.957,        14.565,         2.560,       126.350,         1.021,         1.481,        0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   470,    P-2472,   2024/08/30 09:08:12,           1-10,      30,       -39.276,       -67.045,      -433.978,        -3.426,         19155,       0,    1,                                     M54,                                     STD,                 H2O, 1725009167.12,         0.201,         0.146,         0.325,         0.152,        92.038,         0.000,         0.002,         1.469,       103.019,        14.602,         2.555,       126.198,         1.020,         1.408,        0.0000,       -0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   471,    P-2472,   2024/08/30 09:17:28,           1-10,      31,       -39.273,       -67.023,      -433.934,        -3.435,         19182,       0,    1,                                     M54,                                     STD,                 H2O, 1725009723.10,         0.206,         0.158,         0.370,         0.150,        93.213,         0.000,         0.003,         1.489,       103.174,        14.455,         2.568,       126.742,         1.021,         1.427,       -0.0000,        0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   472,    P-2472,   2024/08/30 09:26:44,           1-10,      32,       -39.243,       -66.985,      -433.912,        -3.425,         19099,       0,    1,                                     M54,                                     STD,                 H2O, 1725010279.26,         0.226,         0.161,         0.412,         0.174,        93.907,        -0.000,         0.002,         1.510,       102.747,        14.476,         2.536,       125.780,         1.018,         1.351,        0.0000,        0.0000,    1,        44.375,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
   473,    P-2472,   2024/08/30 09:36:00,           1-10,      33,       -39.281,       -67.029,      -433.948,        -3.440,         19210,       0,    1,                                     M54,                                     STD,                 H2O, 1725010831.00,         0.219,         0.170,         0.331,         0.159,        90.606,        -0.000,         0.001,         1.514,       103.353,        14.591,         2.562,       126.432,         1.020,         1.415,        0.0000,       -0.0000,    1,        44.438,         1,      10,       4,20kPPM_O17_Single_Stroke,       0,       1
